variable_name,standardized_title,standardized_label,wave,file,codebook_file,block,question_label,question_text,item_text,question_type,dtype_observed,rows,nonempty_n,valid_n,missing_pct,unique_valid_values,example_values_raw,example_values_decoded,top_value_counts,value_labels,codebook_comment,display_skip_logic,construct,likely_geographic_granularity,origin_or_destination,privacy_anonymization
w1_V_q4,District,dstrc,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Registration,District,District,,Open Text Box,string,29,29,29,0.0,10,"[""Kurigram"", ""Tangail"", ""Manikganj"", ""Shirajgong"", ""সিরাজগঞ্জ"", ""Shirajganj"", ""tangail"", ""Bogra""]","[""Kurigram"", ""Tangail"", ""Manikganj"", ""Shirajgong"", ""সিরাজগঞ্জ"", ""Shirajganj"", ""tangail"", ""Bogra""]","{""Kurigram"": 11, ""Tangail"": 8, ""Manikganj"": 3, ""Shirajgong"": 1, ""সিরাজগঞ্জ"": 1, ""Shirajganj"": 1, ""tangail"": 1, ""Bogra"": 1, ""Jamalpur"": 1, ""Gaibandha"": 1}",{},Geographic identifiers below the district level were removed from the published dataset to protect participant confidentiality.,| |,district name,district,origin village profile,public district; lower levels suppressed
w1_V_reg1,Location Number,locat_nmbr,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Registration,Location Number,Location number (for example L01),,Open Text Box,string,29,29,29,0.0,29,"[""L06"", ""L20"", ""L35"", ""L33"", ""L32"", ""L31"", ""L30"", ""L29""]","[""L06"", ""L20"", ""L35"", ""L33"", ""L32"", ""L31"", ""L30"", ""L29""]","{""L06"": 1, ""L20"": 1, ""L35"": 1, ""L33"": 1, ""L32"": 1, ""L31"": 1, ""L30"": 1, ""L29"": 1, ""L28"": 1, ""L27 (and L26)"": 1}",{},"Locations belong to the following districts: Bogra (L19-L21); Gaibandha (L23); Jamalpur (L01, L22); Kurigram (L24-L36); Manikganj (L04-L06); Sirajganj (L07-L09); Tangail (L02-L03; L10-L18).",| |,baseline origin sampling-location code,anonymized Lxx location; district derivable,origin,pseudonymized location code; no village name
w1_V_q23x1,Madrasha Distance,mdrsh_dist1,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,integer-coded,29,29,8,72.41,1,"[""1""]","[""Selected""]","{""1"": 8}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q23x1_txt,Madrasha Distance,mdrsh_dist1_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,integer-coded,29,29,8,72.41,5,"[""3"", ""2"", ""4"", ""13"", ""315""]","[""3"", ""2"", ""4"", ""13"", ""315""]","{""3"": 3, ""2"": 2, ""4"": 1, ""13"": 1, ""315"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q23x2,Madrasha Distance,mdrsh_dist2,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,integer-coded,29,29,8,72.41,1,"[""0""]","[""Not Selected""]","{""0"": 8}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q23x2_txt,Madrasha Distance,mdrsh_dist2_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Open Text Box,undetermined (no valid values),29,29,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q23x3,Madrasha Distance,mdrsh_dist3,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Multiple Choice,integer-coded,29,29,8,72.41,1,"[""0""]","[""Not Selected""]","{""0"": 8}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q23x3_txt,Madrasha Distance,mdrsh_dist3_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Open Text Box,undetermined (no valid values),29,29,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q23x4,Madrasha Distance,mdrsh_dist4,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Multiple Choice,integer-coded,29,29,8,72.41,1,"[""0""]","[""Not Selected""]","{""0"": 8}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q23x4_txt,Madrasha Distance,mdrsh_dist4_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Open Text Box,undetermined (no valid values),29,29,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q23x5,Madrasha Distance,mdrsh_dist5,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Multiple Choice,integer-coded,29,29,8,72.41,1,"[""0""]","[""Not Selected""]","{""0"": 8}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q23x5_txt,Madrasha Distance,mdrsh_dist5_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Open Text Box,undetermined (no valid values),29,29,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q23x88,Madrasha Distance,mdrsh_dist88,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Madrasha Distance,"How far is it to the next Madrasha? [enter preferably in kilometers/miles, else in minutes driving]",DK,Multiple Choice,integer-coded,29,29,8,72.41,1,"[""0""]","[""Not Selected""]","{""0"": 8}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q26x1,Medical Facility Distance,medic_fclty_dist1,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,integer-coded,29,29,19,34.48,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 18, ""0"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q26x1_txt,Medical Facility Distance,medic_fclty_dist1_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,integer-coded,29,29,18,37.93,10,"[""2"", ""4"", ""1"", ""25"", ""14"", ""15"", ""5"", ""8""]","[""2"", ""4"", ""1"", ""25"", ""14"", ""15"", ""5"", ""8""]","{""2"": 4, ""4"": 2, ""1"": 2, ""25"": 2, ""14"": 2, ""15"": 2, ""5"": 1, ""8"": 1, ""17"": 1, ""3"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q26x2,Medical Facility Distance,medic_fclty_dist2,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,integer-coded,29,29,19,34.48,1,"[""0""]","[""Not Selected""]","{""0"": 19}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q26x2_txt,Medical Facility Distance,medic_fclty_dist2_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Open Text Box,undetermined (no valid values),29,29,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q26x3,Medical Facility Distance,medic_fclty_dist3,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Multiple Choice,integer-coded,29,29,19,34.48,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 18, ""1"": 1}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q26x3_txt,Medical Facility Distance,medic_fclty_dist3_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Open Text Box,integer-coded,29,29,1,96.55,1,"[""40""]","[""40""]","{""40"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q26x4,Medical Facility Distance,medic_fclty_dist4,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Multiple Choice,integer-coded,29,29,19,34.48,1,"[""0""]","[""Not Selected""]","{""0"": 19}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q26x4_txt,Medical Facility Distance,medic_fclty_dist4_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Open Text Box,undetermined (no valid values),29,29,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q26x5,Medical Facility Distance,medic_fclty_dist5,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Multiple Choice,integer-coded,29,29,19,34.48,1,"[""0""]","[""Not Selected""]","{""0"": 19}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q26x5_txt,Medical Facility Distance,medic_fclty_dist5_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes by boat:,Open Text Box,undetermined (no valid values),29,29,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q26x88,Medical Facility Distance,medic_fclty_dist88,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Medical Facility Distance,"How far is it to the next clinic/hospital? [enter preferably in kilometers/miles, else in minutes driving]",DK,Multiple Choice,integer-coded,29,29,19,34.48,1,"[""0""]","[""Not Selected""]","{""0"": 19}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q27x1,Pharmacy Distance,phrmc_dist1,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Multiple Choice,integer-coded,29,29,19,34.48,2,"[""1"", ""0""]","[""Selected"", ""Not Selected""]","{""1"": 14, ""0"": 5}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q27x1_txt,Pharmacy Distance,phrmc_dist1_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in kilometers:,Open Text Box,continuous numeric,29,29,14,51.72,8,"[""1"", ""2"", ""3"", ""1.5"", ""0.6"", ""4"", ""14"", ""5""]","[""1"", ""2"", ""3"", ""1.5"", ""0.6"", ""4"", ""14"", ""5""]","{""1"": 3, ""2"": 3, ""3"": 3, ""1.5"": 1, ""0.6"": 1, ""4"": 1, ""14"": 1, ""5"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q27x2,Pharmacy Distance,phrmc_dist2,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Multiple Choice,integer-coded,29,29,19,34.48,1,"[""0""]","[""Not Selected""]","{""0"": 19}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q27x2_txt,Pharmacy Distance,phrmc_dist2_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in miles:,Open Text Box,undetermined (no valid values),29,29,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q27x3,Pharmacy Distance,phrmc_dist3,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Multiple Choice,integer-coded,29,29,19,34.48,1,"[""0""]","[""Not Selected""]","{""0"": 19}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q27x3_txt,Pharmacy Distance,phrmc_dist3_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes driving:,Open Text Box,undetermined (no valid values),29,29,0,100.0,0,[],[],{},{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q27x4,Pharmacy Distance,phrmc_dist4,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Multiple Choice,integer-coded,29,29,19,34.48,2,"[""0"", ""1""]","[""Not Selected"", ""Selected""]","{""0"": 14, ""1"": 5}","{""0"": ""Not Selected"", ""1"": ""Selected""}",,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
w1_V_q27x4_txt,Pharmacy Distance,phrmc_dist4_txt,w1_V,bemp_w1_V.csv,bemp_w1_V_codebook.csv,Public Goods,Pharmacy Distance,"How far is it to the next pharmacy? [enter preferably in kilometers/miles, else in minutes driving]",Distance in minutes walking:,Open Text Box,integer-coded,29,29,5,82.76,3,"[""15"", ""1"", ""10""]","[""15"", ""1"", ""10""]","{""15"": 2, ""1"": 2, ""10"": 1}",{},,| |,reported distance/accessibility,distance/category per question,origin/destination context per file,distance only; endpoints not identified
